sim-time-sec,position/lat-geod-deg,position/long-gc-deg,position/geod-alt-ft,attitude/phi-rad,attitude/theta-rad,attitude/psi-rad,velocities/phidot-rad_sec,velocities/thetadot-rad_sec,velocities/psidot-rad_sec,control/erro_phi,control/erro_theta,control/erro_psi
0.0,-82.36499999999906,-41.076,1868001.2915527127,-0.017453292519943295,-0.017453292519943327,6.265732014659643,-0.0017154007412113464,-0.001775523625368244,-0.0017148644165796512,,,
0.05,-82.36708083473732,-41.064102394510066,1868678.7451822278,-0.01756600351716406,-0.017578870636553216,6.265440936377576,-0.0017151407170657687,-0.0017758259836395728,-0.0017145741610254052,,,
0.1,-82.36916120917624,-41.052198944686644,1869356.1167142598,-0.017678697075086333,-0.017704463787500128,6.265149773812048,-0.001714880740478956,-0.001776128258944842,-0.0017142839122694016,,,
0.15000000000000002,-82.37124112299355,-41.040289647420835,1870033.4967728513,-0.017791373197312298,-0.01783007196581087,6.264858526907751,-0.0017146208114770184,-0.0017764304512978989,-0.0017139936703267676,,,
0.2,-82.37332057602923,-41.028374499435564,1870710.8570356683,-0.017904031887782175,-0.017955695167354048,6.264567195606473,-0.0017143609300811903,-0.0017767325607131713,-0.0017137034352120951,,,
0.25,-82.37539956808065,-41.016453497514384,1871388.1975033034,-0.01801667315030732,-0.018081333387256416,6.264275779851051,-0.0017141010963139598,-0.0017770345872048677,-0.001713413206940162,,,
0.3,-82.37747809894628,-41.00452663843228,1872065.5181755149,-0.018129296988717025,-0.018206986620668303,6.263984279584171,-0.0017138413101977633,-0.0017773365307872289,-0.0017131229855256967,,,
0.35,-82.37955616842447,-40.99259391896313,1872742.8190520522,-0.018241903406841623,-0.018332654862741358,6.263692694748499,-0.0017135815717550201,-0.0017776383914744971,-0.0017128327709834048,,,
0.39999999999999997,-82.38163377631332,-40.980655335879725,1873420.100132677,-0.01835449240851242,-0.018458338108628056,6.263401025286684,-0.0017133218810081357,-0.0017779401692809196,-0.0017125425633279705,,,
0.44999999999999996,-82.3837109224108,-40.96871088595381,1874097.3614171508,-0.018467063997561668,-0.01858403635348195,6.263109271141352,-0.0017130622379794994,-0.0017782418642207447,-0.0017122523625740563,,,
0.49999999999999994,-82.38578760651473,-40.95676056595608,1874774.60290522,-0.0185796181778226,-0.018709749592457747,6.262817432255114,-0.0017128026426914862,-0.0017785434763082247,-0.0017119621687363047,,,
0.5499999999999999,-82.38786382842271,-40.94480437265609,1875451.8245966556,-0.01869215495312947,-0.01883547782071094,6.2625255085705565,-0.0017125430951664565,-0.0017788450055576136,-0.001711671981829335,,,
0.6,-82.38993958793216,-40.932842302822394,1876129.0264912012,-0.018804674327317434,-0.01896122103339799,6.262233500030254,-0.0017122835954267546,-0.0017791464519831687,-0.0017113818018677448,,,
0.65,-82.3920148848404,-40.92087435322246,1876806.208588619,-0.018917176304222703,-0.019086979225676776,6.261941406576754,-0.0017120241434947095,-0.0017794478155991511,-0.001711091628866112,,,
0.7000000000000001,-82.39408971894449,-40.90890052062269,1877483.370888677,-0.019029660887682414,-0.019212752392705843,6.261649228152591,-0.0017117647393926365,-0.0017797490964198228,-0.001710801462838991,,,
0.7500000000000001,-82.39616409004138,-40.89692080178841,1878160.5133911176,-0.019142128081534676,-0.019338540529644833,6.261356964700277,-0.0017115053831428348,-0.001780050294459451,-0.0017105113038009161,,,
0.8000000000000002,-82.39823799792778,-40.88493519348392,1878837.6360957054,-0.019254577889618603,-0.019464343631654533,6.261064616162307,-0.001711246074767589,-0.0017803514097323033,-0.0017102211517663998,,,
0.8500000000000002,-82.4003114424003,-40.872943692472425,1879514.7390021966,-0.019367010315774202,-0.01959016169389646,6.260772182481155,-0.001710986814289169,-0.0017806524422526518,-0.001709931006749932,,,
0.9000000000000002,-82.4023844232553,-40.86094629551613,1880191.8221103519,-0.019479425363842562,-0.019715994711533454,6.260479663599278,-0.0017107276017298283,-0.0017809533920347708,-0.0017096408687659833,,,
0.9500000000000003,-82.40445694028904,-40.848942999376106,1880868.8854199382,-0.01959182303766566,-0.019841842679729205,6.260187059459111,-0.0017104684371118072,-0.0017812542590929371,-0.0017093507378290003,,,
1.0000000000000002,-82.40652899329753,-40.83693380081245,1881545.9289306954,-0.01970420334108647,-0.019967705593648428,6.2598943700030745,-0.0017102093204573305,-0.0017815550434414306,-0.0017090606139534103,,,
1.0500000000000003,-82.4086005820767,-40.82491869658417,1882222.9526423947,-0.019816566277948967,-0.020093583448457,6.259601595173566,-0.0017099502517886067,-0.0017818557450945338,-0.001708770497153618,,,
1.1000000000000003,-82.41067170642219,-40.81289768344923,1882899.9565547926,-0.019928911852097983,-0.02021947623932157,6.259308734912968,-0.0017096912311278317,-0.001782156364066532,-0.0017084803874440073,,,
1.1500000000000004,-82.41274236612955,-40.800870758164564,1883576.9406676486,-0.020041240067379475,-0.020345383961409953,6.25901578916364,-0.0017094322584971843,-0.0017824569003717138,-0.0017081902848389394,,,
1.2000000000000004,-82.41481256099414,-40.78883791748604,1884253.904980716,-0.020153550927640238,-0.020471306609890997,6.258722757867926,-0.0017091733339188295,-0.0017827573540243702,-0.0017079001893527562,,,
1.2500000000000004,-82.4168822908111,-40.7767991581685,1884930.8494937574,-0.020265844436728044,-0.020597244179934558,6.25842964096815,-0.0017089144574149169,-0.0017830577250387938,-0.001707610100999776,,,
1.3000000000000005,-82.41895155537546,-40.76475447696576,1885607.774206541,-0.020378120598491745,-0.020723196666711404,6.258136438406617,-0.0017086556290075816,-0.001783358013429282,-0.0017073200197942973,,,
